title,originallink,link,description,pubDate,nouns
CBS '2024 대한민국 인구포럼'…&quot;출산율 반등의 해 될 것&quot;,https://www.nocutnews.co.kr/news/6248571?utm_source=naver&utm_medium=article&utm_campaign=20241122114836,https://n.news.naver.com/mnews/article/079/0003961785?sid=102,"그는 육아 휴직만 2회차인 아빠, 재취업한 엄마, <b>딩크족</b>에서 '有자녀'로 돌아선 직원들의 사례를 구체적으로 발표한다. 이어 김상균 경희대 경영대학원 교수의 '일·가정 양립에 관한 인지과학적 고찰' 발표 이후 유재언... ","Fri, 22 Nov 2024 11:08:00 +0900","육아,휴직,아빠,취업,엄마,딩크족,자녀,직원,사례,구체,발표,김상균,경희대,경영,대학원,교수,가정,양립,인지과학,고찰,발표,이후,유재"
"‘돌싱’ 미스터 황, 아이 없는 이유 “위생 강박 심해 피부 닿는 것 싫...",http://enews.imbc.com/News/RetrieveNewsInfo/438058,https://m.entertain.naver.com/article/408/0000243342,"22기 영숙이 “<b>딩크족</b>인가?”라고 묻자, 미스터 황이 “기존에 자녀가 있으면 상관없으나 같이 만들거나 하고 싶진 않다”라며 둘만의 시간을 보내고 싶다고 전했다. 한편, ‘나는 SOLO’ 스핀오프 예능 ‘나솔사계’는... ","Fri, 22 Nov 2024 01:24:00 +0900","딩크족,미스터,기존,자녀,라며,시간,한편,스핀오프,예능,나솔,사계"
반려동물 양육 가구 증가세… 이용 가능한 공공시설 현황은?,https://www.sisaweek.com/news/articleView.html?idxno=220007,https://www.sisaweek.com/news/articleView.html?idxno=220007,"시사위크=이강우 기자  한국에서 최근 <b>딩크족</b>·1인가구가 증가함에 따라 또 다른 가족 구성원으로 '반려동물'이 인정되고 있고, 반려동물을 양육하는 가구 또한 늘고 있다. 다만 이 같은 현상에도 반려동물 관련... ","Thu, 21 Nov 2024 17:56:00 +0900","사위,이강우,한국,최근,딩크족,구가,증가,다른,가족,구성원,반려동물,인정,반려동물,양육,가구,또한,다만,현상,반려동물"
&quot;로제 반려견도 쓴대&quot; 불티…400만원짜리도 없어서 못 산다 [안혜원의 명...,https://www.hankyung.com/article/202411214818g,https://n.news.naver.com/mnews/article/015/0005059654?sid=103,최근엔 <b>딩크족</b>이 자녀 없이 맞벌이를 하며 반려견을 키우는 이들을 칭하는 '딩콰드(DINKWAD·Double Income No Kids With A Dog)'로 진화하고 있다는 게 업계의 설명이다. 명품 소비층이 크게 늘고 대중화되면서 희소성이 떨어자... ,"Thu, 21 Nov 2024 08:21:00 +0900","최근,딩크족,자녀,맞벌이,반려견,칭하,딩콰드,진화,업계,설명,명품,소비,크게,대중화,희소성"
"“나프로에 담긴, 생명·사랑이란 참의미 아시나요”",https://news.cpbc.co.kr/article/1160227?division=NAVER,https://news.cpbc.co.kr/article/1160227?division=NAVER,"테 수녀는 “인간 생명이 부부 사랑을 바탕으로 한 임신에서 시작된다는 사실을 대부분 믿지 못하는 것 같다”며 “늦은 혼인으로 인한 난임, 젊은 시기에 혼인하더라도 아이를 원하지 않는 일명 ‘<b>딩크족</b>’ 증가는... ","Wed, 20 Nov 2024 07:42:00 +0900","수녀,인간,생명,부부,사랑,바탕,임신,시작,사실,대부분,혼인,난임,시기,혼인,아이,일명,딩크족,증가"
"남자를 좋아해서, '아빠'는 한국을 떠났다",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003080281&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://m.entertain.naver.com/article/047/0002452928,"얘기하고 풀어줄 수 있는 가족이 되도록 노력하겠다고. 1인가구, 한부모 가족, <b>딩크족</b>처럼, '아빠'와 '대디'로 이루어진 가족도 전 세계 사람들이 이룬 가족 형태 중 하나일 뿐이니. ▲  다큐인사이드 - 이웃집 아이들 ⓒ kbs","Tue, 19 Nov 2024 17:06:00 +0900","얘기,가족,노력,가구,한부모,가족,딩크족,처럼,아빠,대디,가족,세계,사람,가족,형태,하나,다큐,사이드,이웃집,아이"
“넷째 임신으로 하나님 나라 애국자 됐어요”,https://www.kmib.co.kr/article/view.asp?arcid=1731829344&code=23111652&cp=nv,https://n.news.naver.com/mnews/article/005/0001739673?sid=103,예나씨의 부모는 늦은 나이에 하나님을 믿고 <b>딩크족</b>에서 세 자녀의 부모가 됐다. 예나씨의 어머니는 “임신은 하나님께서만 허락하시는 일”이라며 “생명을 주시는 것은 하나님의 뜻”이라고 강조했다. 예나씨는 이러한... ,"Tue, 19 Nov 2024 03:07:00 +0900","나씨,부모,나이,하나님,딩크족,자녀,부모,나씨,어머니,임신,하나님,허락,라며,생명,주시,하나님,강조,나씨"
[오늘의 채널A]노후 준비 확신 없어진 50대 <b>딩크족</b> 부부 사연,https://www.donga.com/news/Entertainment/article/all/20241119/130451442/2,https://m.entertain.naver.com/article/020/0003598888,‘분노 유발자들’ 코너에선 공무집행 방해 사건이 계속되는 이유가 솜방망이 처벌의 영향은 아닌지 살펴본다. ‘머니? 머니?!’에선 노후 준비 확신이 없어진 50대 <b>딩크족</b> 부부의 사연을 소개한다.,"Tue, 19 Nov 2024 03:05:00 +0900","분노,유발,코너,공무,집행,방해,사건,계속,이유,솜방망이,처벌,영향,노후,준비,확신,딩크족,부부,사연,소개"
생체신호 측정 펫 케어 ㈜아몬드,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1119496,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1119496,"기호일보 - 아침을 여는 신문, KIHOILBO 아이를 낳지 않는 <b>딩크족</b>, 결혼을 하지 않는 비혼족이 늘면서 가정의 형태가 점점 축소하고 있다. 대중들은 대신 가족의 빈자리를 반려동물로 채운다. 반려동물을 키우는 인구는 약... ","Mon, 18 Nov 2024 21:18:00 +0900","기호일보,아침,신문,아이,딩크족,결혼,비혼,가정,형태,점점,축소,대중,대신,가족,빈자리,반려동물,반려동물,인구"
어느날 '<b>딩크족</b> 부부'에게 아이가 생겼다! 서울시청 도착한 감동 사연의...,https://radio.ytn.co.kr/program/?f=2&id=99158&s_mcd=0433&s_hcd=01,https://radio.ytn.co.kr/program/?f=2&id=99158&s_mcd=0433&s_hcd=01,YTN라디오(FM 94.5) [YTN 뉴스FM 슬기로운 라디오생활] □ 방송일시 : 2024년 11월 18일 (월) □ 진행 : 이현웅 아나운서 □ 출연자 : 서울시 서수지 저출생담당관 * 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다... ,"Mon, 18 Nov 2024 14:00:00 +0900","라디오,라디오,생활,방송,일시,진행,이현웅,아나운서,출연자,서울시,서수,출생,담당,아래,텍스트,실제,방송,내용,차이"
어느날 '<b>딩크족</b> 부부'에게 아이가 생겼다! 서울시청 도착한 감동 사연의...,https://www.ytn.co.kr/_ln/0103_202411181047373671,https://n.news.naver.com/mnews/article/052/0002115273?sid=102,YTN라디오(FM 94.5) [YTN 뉴스FM 슬기로운 라디오생활] □ 방송일시 : 2024년 11월 18일 (월) □ 진행 : 이현웅 아나운서 □ 출연자 : 서울시 서수지 저출생담당관 * 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다... ,"Mon, 18 Nov 2024 10:47:00 +0900","라디오,라디오,생활,방송,일시,진행,이현웅,아나운서,출연자,서울시,서수,출생,담당,아래,텍스트,실제,방송,내용,차이"
'정숙한 세일즈' 김성령 &quot;샤론 스톤 패러디 위해 체중 감량까지&quot; [N인터...,https://www.news1.kr/entertain/interview/5602867,https://m.entertain.naver.com/article/421/0007912917,"오금희는 양반가 딸로 말투 하나, 손짓 하나에 우아함이 배어 있는데다, 그 시절 대학까지 나온 '엘리트'에 '<b>딩크족</b>'이기까지 한 신여성. 남편과 조용하게 지내온 금희는 정숙을 도와 성인용품 방문판매를 하며 살아있음을... ","Mon, 18 Nov 2024 08:00:00 +0900","오금희,양반,말투,하나,손짓,하나,시절,대학,엘리트,딩크족,이기,여성,남편,정숙,성인,용품,방문,판매"
"김성령 &quot;여성 서사 '정숙한 세일즈' 성공, 큰 의미 있죠&quot; [N인터뷰]②",https://www.news1.kr/entertain/interview/5602868,https://m.entertain.naver.com/article/421/0007912916,"오금희는 양반가 딸로 말투 하나, 손짓 하나에 우아함이 배어 있는데다, 그 시절 대학까지 나온 '엘리트'에 '<b>딩크족</b>'이기까지 한 신여성. 남편과 조용하게 지내온 금희는 정숙을 도와 성인용품 방문판매를 하며 살아있음을... ","Mon, 18 Nov 2024 08:00:00 +0900","오금희,양반,말투,하나,손짓,하나,시절,대학,엘리트,딩크족,이기,여성,남편,정숙,성인,용품,방문,판매"
고물가에 '워킹맘' 고용률 최고치 갱신할까… 경력단절 여성 복귀 증가...,https://www.newscj.com/news/articleView.html?idxno=3200329,https://www.newscj.com/news/articleView.html?idxno=3200329,"이러한 증가는 자녀를 두지 않는 맞벌이 부부, 이른바 '<b>딩크족</b>'의 증가와 출산율 하락의 영향으로 해석된다. 경력단절 여성 비중은 작년에 17.0%로 전년보다 0.2p 줄었다. 연령대별로 보면, 40~44세가 37만명으로 가장... ","Sat, 16 Nov 2024 15:40:00 +0900","증가,자녀,맞벌이,부부,딩크족,증가,출산율,하락,영향,해석,경력,단절,여성,비중,작년,연령,대별"
고물가에 워킹맘늘어났을까…노동시장 양극화 현상 지속 예상[경제전망...,https://www.newsis.com/view/NISX20241115_0002960534,https://n.news.naver.com/mnews/article/003/0012907362?sid=101,일하는 여성이 최고치를 기록한 것은 의도적으로 자녀를 두지 않는 맞벌이 부부를 뜻하는 <b>딩크족</b>이 급증하고 있다고 해석할 수 있다. 출산율이 지속적으로 하락하고 있는 것과도 비슷한 흐름이다. 작년 조사에선 15... ,"Sat, 16 Nov 2024 12:00:00 +0900","여성,최고,기록,의도,자녀,맞벌이,부부,딩크족,급증,해석,출산율,지속,하락,흐름,작년,조사"
"포드코리아, “다재다능해진 익스플로러 앞세워 폭 넓은 소비층 공략”",http://autotimes.co.kr/detail.php?number=680814&thread=27,http://autotimes.co.kr/detail.php?number=680814&thread=27,그만큼 가족 구성원이 많지 않거나 <b>딩크족</b> 등 소규모 인원이 구입할 만한 개성을 드러내는 SUV로서 제 역할을 다할 것으로 보인다. 시장 반응은 좋다. 회사 관계자에 따르면 사전계약 대수가 기대보다 좋은 숫자를... ,"Wed, 13 Nov 2024 08:48:00 +0900","가족,구성원,딩크족,소규모,인원,구입,개성,로서,역할,시장,반응,회사,관계자,사전,계약,대수,기대,숫자"
[다큐멘터리K-인구대기획 초저출생: 골든타임] 합계 출산율 0.72 대한민...,https://www.lecturernews.com/news/articleView.html?idxno=166027,https://www.lecturernews.com/news/articleView.html?idxno=166027,"<b>딩크족</b>이었다가 네 쌍둥이를 임신하게 된 부부, 경남 의령에서 웃음 잘 날 없이 자라는 10남매 가족 등 아이들을 키우는 가족들을 들여다봄으로써 가족의 진정한 의미에 대해 생각해 본다. 12월 19일 마지막으로 방송되는... ","Wed, 13 Nov 2024 07:00:00 +0900","딩크족,쌍둥이,임신,부부,경남,의령,웃음,남매,가족,아이,가족,가족,의미,대해,생각,마지막,방송"
&quot;왜 우리는 아이를 낳을 수 없는가&quot; EBS 다큐멘터리 K '인구대기획 초저...,https://www.ibabynews.com/news/articleView.html?idxno=122928,https://www.ibabynews.com/news/articleView.html?idxno=122928,"<b>딩크족</b>이었다가 네 쌍둥이를 임신하게 된 부부, 경남 의령에서 웃음 잘 날 없이 자라는 10남매 가족 등 아이들을 키우는 가족들을 들여다봄으로써 가족의 진정한 의미에 대해 생각해 본다. 12월 19일 마지막으로 방송되는... ","Tue, 12 Nov 2024 16:32:00 +0900","딩크족,쌍둥이,임신,부부,경남,의령,웃음,남매,가족,아이,가족,가족,의미,대해,생각,마지막,방송"
[인터뷰] 포드코리아 마케팅담당 노선희 전무 &quot;더 뉴 포드 익스플로러'...,https://www.autodaily.co.kr/news/articleView.html?idxno=524642,https://www.autodaily.co.kr/news/articleView.html?idxno=524642,"노 전무는 &quot;미국 고속도로 안전보험협회(IIHS)의 충돌 안전 테스트에서 최고 등급인 TSP+(Top Safety Pick+)를 획득할 정도로 높은 안전성은 기존 패밀리카 고객뿐만 아니라 최근 늘어나고 있는 1인 가구, <b>딩크족</b>(맞벌이... ","Tue, 12 Nov 2024 15:46:00 +0900","전무,미국,고속도로,안전,보험,협회,충돌,안전,테스트,최고,등급,획득,정도,안전성,기존,패밀리,고객,최근,가구,딩크족,맞벌이"
"다큐멘터리 K, '인구대기획 초저출생: 골든타임' 6부작 방송",https://www.mhns.co.kr/news/articleView.html?idxno=703258,https://www.mhns.co.kr/news/articleView.html?idxno=703258,"<b>딩크족</b>이었다가 네 쌍둥이를 임신하게 된 부부, 경남 의령에서 웃음 잘 날 없이 자라는 10남매 가족 등 아이들을 키우는 가족들을 들여다봄으로써 가족의 진정한 의미에 대해 생각해 본다. 내달 19일 마지막으로 방송되는... ","Tue, 12 Nov 2024 13:24:00 +0900","딩크족,쌍둥이,임신,부부,경남,의령,웃음,남매,가족,아이,가족,가족,의미,대해,생각,내달,마지막,방송"
남보라네 아니다...저출산 시대에 10남매 키우는 가족 ('골든타임'),https://www.tvreport.co.kr/breaking/article/854623/,https://m.entertain.naver.com/article/213/0001316203,"<b>딩크족</b>이었다가 네 쌍둥이를 임신하게 된 부부, 경남 의령에서 웃음 잘 날 없이 자라는 10남매 가족 등 아이들을 키우는 가족들을 들여다봄으로써 가족의 진정한 의미에 대해 생각해 본다. 연예계엔 배우 남보라가... ","Tue, 12 Nov 2024 10:33:00 +0900","딩크족,쌍둥이,임신,부부,경남,의령,웃음,남매,가족,아이,가족,가족,의미,대해,생각,연예계,배우,남보라"
"이수근, ‘신혼인데 게임 중독’ 사연에 “사랑에 미쳐야 할 시간에 왜...",http://www.osen.co.kr/article/G1112455023,https://m.entertain.naver.com/article/109/0005193893,현재는 <b>딩크족</b>이다. 한 달 전쯤 진지하게 ‘아이를 낳으면 남편이 변할까’ 고민을 했는데 변화가 없을 것 같았다. 각자 지내자고 했더니 충격을 받긴 했다. 노력을 하는 모습을 보이기는 하지만 꾸준히 하고 있다”라고... ,"Tue, 12 Nov 2024 06:01:00 +0900","현재,딩크족,아이,남편,고민,변화,각자,충격,노력,모습,보이"
"서장훈, 신혼인데 게임만 하는 남편 일침 &quot;넌 초딩의 객기&quot; (물어보살)[...",https://www.xportsnews.com/article/1928078,https://m.entertain.naver.com/article/311/0001794217,아내는 &quot;현재로서는 <b>딩크족</b>인데 한달 전쯤 진지하게 '아이를 낳으면 변할까'라는 진지한 생각을 했는데 믿음이 안 갔다. 손을 놓겠다는 식으로 말했다. '이제 간섭 안 할게. 알아서 지내자'라고 했더니 충격을 받더라. 그... ,"Mon, 11 Nov 2024 22:36:00 +0900","아내,현재,로서,딩크족,아이,생각,믿음,이제,간섭,충격"
'물어보살' 게임하느라 아내는 뒷전… 서장훈 &quot;다 큰 어른이 뭐하는거야...,http://enews.imbc.com/News/RetrieveNewsInfo/436652,https://m.entertain.naver.com/article/408/0000241971,"저희가 <b>딩크족</b>이긴한데, '아이를 낳고 나면 (남편이) 변할까?'라는 진지한 생각을 했는데, 믿음이 안갔다. 그래서 결국 손을 놓겠다고 말을 했다. 그제야 남편이 충격을 받았고 그 후에 노력을 하는 것 처럼 보였으나 그래도... ","Mon, 11 Nov 2024 21:06:00 +0900","저희,딩크족,아이,남편,생각,믿음,남편,충격,노력,처럼"
독신·<b>딩크족</b>의 선택… '바야흐로 가족구성원 된 반려동물',https://www.dnews.co.kr/uhtml/view.jsp?idxno=202411100438382880973,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202411100438382880973,"특히, 결혼을 했어도 2세 계획을 세우지 않고 반려동물을 분양받아 가정을 이루는 이른바 <b>딩크족</b>들도 눈에 띄게 늘어나고 있다. 부부가 결혼한 뒤 맞벌이를 하면서 자식을 의도적으로 갖지 않는 것을 <b>딩크족</b>이라 부른다.... ","Sun, 10 Nov 2024 04:52:00 +0900","결혼,계획,반려동물,분양,가정,딩크족,부부,결혼,맞벌이,자식,의도,딩크족"
‘방판’의 추억을 되살리며 ‘무엇에 쓰는 물건인고’ 식의 웃음 주는...,https://www.khan.co.kr/article/202411070600015,https://n.news.naver.com/mnews/article/032/0003331447?sid=103,"금희 또한 그 시절 장남의 아내로서 <b>딩크족</b>을 선택했기에, 남들과 다르게 산다는 것이 어떤 의미인지 살갗으로 겪었다. 그것이 서로 다른 차원의 경험이라도 말이다. 이렇게 조금씩 소수자성을 지닌 인물들이 특별하거나... ","Sat, 09 Nov 2024 06:00:00 +0900","또한,시절,장남,아내,로서,딩크족,선택,산다,의미,살갗,그것,서로,다른,차원,경험,소수자,인물"
십원짜리 한약,http://www.cctimes.kr/news/articleView.html?idxno=817901,http://www.cctimes.kr/news/articleView.html?idxno=817901,아들도 딸도 낳고 싶지 않다는 <b>딩크족</b>이 늘어난다는 기사를 자주 접하며 호랑이 담배 피우던 시절 같은 이야기가 머물던 신혼의 옛 아파트를 잠시 소환해 보았다. 이젠 그리움이 된 아파트 화단과 배부른 여인네들의... ,"Tue, 05 Nov 2024 20:00:00 +0900","아들,딸도,딩크족,기사,자주,호랑이,담배,시절,이야기,신혼,아파트,잠시,소환,그리움,아파트,화단,여인"
"[CEO 칼럼] 개구쟁이라도 좋다, 건강하게만 자라다오",https://www.incheonilbo.com/news/articleView.html?idxno=1269947,https://www.incheonilbo.com/news/articleView.html?idxno=1269947,"또 자녀를 갖지 않은 맞벌이 젊은 부부를 지칭하는 '<b>딩크족</b>(Double Income, No Kids)＇이라는 말도 등장했다. 한 조사에 따르면, '인생에서 가장 중요한 것은?'이라는 질문에 외국은 1위가 '가족', 우리나라는 1위가 '돈'이라고... ","Mon, 04 Nov 2024 18:10:00 +0900","자녀,맞벌이,부부,지칭,딩크족,등장,조사,인생,질문,외국,가족,우리나라"
"10명 중 4명은 '혼자' 산다, 1인 가구 1000만 시대 성큼",http://www.datanews.co.kr/news/article.html?no=135380,http://www.datanews.co.kr/news/article.html?no=135380,"1%, 부부와 자녀가구 27.3%, 부부가구 17.3%로 집계됐다. 30년 뒤인 2052년에는 1인 가구 41.3%, 부부가구 22.8%, 부부와 자녀가구 17.4%로 예상됐다. 1인가구와 아이를 낳지 않는 <b>딩크족</b>이 늘어나는 것이다.","Mon, 04 Nov 2024 09:40:00 +0900","부부,자녀,가구,부부,가구,집계,가구,부부,가구,부부,자녀,가구,예상,가구,아이,딩크족"
[엘르보이스] 실패한 <b>딩크족</b>이 새내기 엄마에게 보내는 응원,https://www.elle.co.kr/article/1872660,https://www.elle.co.kr/article/1872660,그들은 여느 90년대생들이 그렇듯 아이를 가져야겠다는 비장한 각오가 있거나 혹은 <b>딩크족</b>에 대한 굳은... 그리하여 누군가를 불운하게 만들까 봐 <b>딩크족</b>을 맹세하며 낳지도 않은 아이의 미래를 걱정한 것이다. 동생의... ,"Mon, 04 Nov 2024 00:00:00 +0900","여느,아이,각오,딩크족,누군가,불운,딩크족,맹세,아이,미래,걱정,동생"
[BBS가 만난 사람] '완전히 변해야 산다' 이철우 경북도지사,https://news.bbsi.co.kr/news/articleView.html?idxno=4005943,https://news.bbsi.co.kr/news/articleView.html?idxno=4005943,이런 복합적인 문제들이 결혼을 하지 않거나 결혼을 해도 아이를 낳지 않는 이른바 '<b>딩크족</b>' 이라고 하는데.. 그런 부분들을 이유로 꼽는데 어떻게 생각하세요? 이철우&gt; 국가의 제일 큰 난제가 저출생 문제입니다. 그래서... ,"Sat, 02 Nov 2024 07:00:00 +0900","복합,문제,결혼,결혼,해도,아이,딩크족,부분,이유,꼽는데,생각,이철우,국가,제일,난제,출생,문제"
‘돌싱글즈6’ 정명 “애 못 낳는다” 선언…보민 “<b>딩크족</b>이라 괜찮아...,https://www.mk.co.kr/article/11156339,https://m.entertain.naver.com/article/009/0005389076,‘돌싱글즈6’ 정명이 보민의 <b>딩크족</b> 고백에 미소 지었다. 31일 방송된 MBN ‘돌싱글즈6’에서는 마지막 1대 1... 이어 정명이 “난 애도 못 낳는다”고 하자 보민은 “나는 약간 <b>딩크족</b>이다”라고 말하며 정명을... ,"Fri, 01 Nov 2024 01:18:00 +0900","싱글즈,정명,보민,딩크족,고백,미소,방송,싱글즈,마지막,정명,애도,하자,보민,약간,딩크족,정명"
"'돌싱글즈6' 보민, 아이 고민하는 정명에 &quot;나는 <b>딩크족</b>이다&quot;",https://www.topstarnews.net/news/articleView.html?idxno=15565550,https://www.topstarnews.net/news/articleView.html?idxno=15565550,'돌싱글즈6'에서 돌싱들이 도장 데이트를 했다. 31일 방송된 '돌싱글즈6'에서는 돌싱들이 한 곳에 머물며 서로를 알아갔다. 이날 정명은 보민에게 &quot;내가 살고 싶은 집은 30억이다&quot;라고 말했다. 그러자 보민은 &quot;내가 봐둔 곳은... ,"Fri, 01 Nov 2024 00:06:00 +0900","싱글즈,돌싱,도장,데이트,방송,싱글즈,돌싱,서로,정명,보민,보민"
"“난 애 못 낳아” 정명, ♥보민 <b>딩크족</b> 고백에 미소(돌싱글즈6)",https://www.newsen.com/news_view.php?uid=202410312357486110,https://m.entertain.naver.com/article/609/0000915500,"돌싱녀 정명이 돌싱남 보민의 <b>딩크족</b> 고백에 미소로 만족감을 드러냈다. 10월 31일 방송된 MBN 예능... 보민은 &quot;아니, 근데 나는 약간 <b>딩크족</b>이거든&quot;이라고 답하며 정명의 부담을 덜어줬다. 정명이 &quot;근데 만약 아기가... ","Thu, 31 Oct 2024 23:59:00 +0900","돌싱,정명,돌싱,보민,딩크족,고백,미소,만족감,방송,예능,보민,약간,딩크족,정명,부담,정명,만약,아기"
[광화문에서/신수정]3초 위기 앞 한국… 자녀의 ‘더 나은 삶’ 확신 줘...,https://www.donga.com/news/Opinion/article/all/20241031/130339005/2,https://n.news.naver.com/mnews/article/020/0003595559?sid=110,이상림 서울대 인구정책연구센터 책임연구원은 “청년들이 비혼주의자 및 <b>딩크족</b>이 되는 것은 외환위기 이후 우리나라에 팽배한 ‘경쟁’과 ‘가족의 효용 상실’ 등 사회 분위기의 영향이 크다”며 “정책적 지원과... ,"Thu, 31 Oct 2024 23:12:00 +0900","상림,서울대,인구,정책,연구,센터,책임,연구원,청년,비혼,주의자,딩크족,외환위기,이후,우리나라,팽배,경쟁,가족,효용,상실,사회,분위기,영향,정책,지원"
부자가 되고 싶다면 통장이 아니라 뇌를 들여다봐라!,https://ch.yes24.com/Article/View/56076,https://ch.yes24.com/Article/View/56076,"제가 실제로 상담했던 케이스 중 두 자녀를 둔 부부, <b>딩크족</b>, 1인 가정의 사례도 소개했죠. 먼저 자신이 원하는 삶을 명확히 하고 이 책을 읽어보세요. 누구든 책을 보고 나면 자기 상황에 맞는 인생 계획을 세울 수 있을... ","Thu, 31 Oct 2024 16:12:00 +0900","실제,상담,케이스,자녀,부부,딩크족,가정,사례,소개,먼저,자신,누구,보고,자기,상황,인생,계획"
&quot;저출생세 검토&quot; &quot;적극 증세해야&quot;…與野 싱크탱크 저출생 대책은,https://www.hankyung.com/article/202410309665i,https://n.news.naver.com/mnews/article/015/0005050938?sid=100,"채은동 민주연구원 연구위원은 &quot;저출생 해결을 위해선 적극적인 증세 정책이 절실하다&quot;면서도 &quot;3040의 경우 <b>딩크족</b>, 비혼족이 늘어나고 있고 수혜 대상인 2050은 어떻게 증세를 설득할지가 관건&quot;이라고 했다.","Wed, 30 Oct 2024 18:11:00 +0900","은동,민주,연구원,위원,출생,해결,적극,증세,정책,절실,경우,딩크족,비혼,수혜,대상,증세,설득,관건"
"소형 아파트 몸값 역대급 높아졌다, 그 이유는?",http://theviewers.co.kr/View.aspx?No=3421950,http://theviewers.co.kr/View.aspx?No=3421950,1~2인 가구 증가와 고소득 '<b>딩크족</b>' 급증 등 인구구조학적 변화도 소형아파트 강세의 뒷배경이 되고 있어... 고소득 맞벌이 부부가 늘고 있는 데다 결혼한 이후에도 한동안 자녀를 갖지 않는 <b>딩크족</b>들이 경제력을... ,"Tue, 29 Oct 2024 09:12:00 +0900","가구,증가,소득,딩크족,급증,인구,구조,학적,변화,소형,아파트,강세,배경,소득,맞벌이,부부,결혼,이후,자녀,딩크족,경제력"
바닥 찍은 인구 반등 정확한 원인 분석 필요,https://www.ggilbo.com/news/articleView.html?idxno=1055948,https://www.ggilbo.com/news/articleView.html?idxno=1055948,이는 훨씬 이전에 혼인했던 부부가 아이를 낳기 시작했을 것이란 해석에 힘을 실어주는데 이를 대표할 수 있는 사회적 사례가 바로 <b>딩크족</b>이다. <b>딩크족</b>은 '맞벌이 무자녀 가정'이란 의미로 자식을 의도적으로 갖지... ,"Mon, 28 Oct 2024 15:54:00 +0900","이전,혼인,부부,아이,시작,해석,실어,대표,사회,사례,바로,딩크족,딩크족,맞벌이,자녀,가정,이란,의미,자식,의도"
“국내 주식은 비추”…전문가들이 추천하는 ‘네 가지’ 투자 상품은,http://www.edaily.co.kr/news/newspath.asp?newsid=01108646639057512,https://n.news.naver.com/mnews/article/018/0005870458?sid=101,이어 그는 “부동산은 1인 가구와 <b>딩크족</b> 등 소형가구의 비중이 늘어나면서 대형 아파트보다는 소형 아파트나 오피스텔 수요가 증가할 것이다”며 “비트코인 등 암호화폐와 블록체인은 안정적인 성장세를... ,"Mon, 28 Oct 2024 05:00:00 +0900","부동산,가구,딩크족,소형,가구,비중,대형,아파트,소형,아파트,오피스텔,수요,증가,비트코인,암호,화폐,블록,체인,안정,성장"
공공임대 '신생아 최우선 공급'…가구원 수별 면적제한 폐지,http://www.edaily.co.kr/news/newspath.asp?newsid=01656406639057184,https://n.news.naver.com/mnews/article/018/0005870129?sid=101,"20·30세대들이 결혼을 늦추고, <b>딩크족</b>(아이를 갖지 않는 부부)을 선택하는 가장 큰 이유는 주거불안 때문인데, 공공임대주택을 공급하면 이 문제를 해결할 수 있다. 실제로 공공임대주택과 출생률의 상관관계를 분석한... ","Sun, 27 Oct 2024 15:28:00 +0900","세대,결혼,딩크족,아이,부부,선택,이유,주거,불안,임대주택,공급,문제,해결,실제,임대주택,출생률,상관관계,분석"
'로또 광풍'에 들썩이더니…'내 집 마련' 나서는 청약자 '역대급',https://www.hankyung.com/article/2024102455196,https://n.news.naver.com/mnews/article/015/0005048266?sid=101,"62%(2398만→2413만원) 오르는 데 그쳤다. 분양업계 관계자는 &quot;1인 가구, <b>딩크족</b> 등 소규모 가구 형태가 꾸준히 늘어남에 따라 중소형 아파트에 대한 선호도가 더욱 커지고 있다&quot;고 말했다.","Thu, 24 Oct 2024 08:08:00 +0900","분양,업계,관계자,가구,딩크족,소규모,가구,형태,중소,아파트,호도,더욱"
10·27 집회 '100대 기도 제목' 무엇이 문제인가…여성 신학자들에게 물...,https://www.newsnjoy.or.kr/news/articleView.html?idxno=306732,https://www.newsnjoy.or.kr/news/articleView.html?idxno=306732,"신자유주의 시대 배경에서 좌절과 경제적 불안으로부터 나온 청년 세대의 비혼, <b>딩크족</b> 등의 문제 역시 개인의 풍요를 누리고자 하는 이기적 개인주의로 단편화했다. 타자의 고통과 정체성을 인정하고 소통하기보다... ","Wed, 23 Oct 2024 19:16:00 +0900","자유,주의,시대,배경,좌절,경제,불안,청년,세대,비혼,딩크족,문제,역시,개인,풍요,이기,개인주의,단편,타자,고통,정체,인정,소통"
